0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,489,490,491,492,493,494,495,496,497,498,499
0,37,0,24,53,0,0,0,0,19,0,45,58,0,0,0,0,0,0,0,11,37,0,0,75,24,0,0,0,0,0,0,0,85,0,0,8,39,0,30,77,0,16,0,0,0,19,0,0,0,0,0,0,0,0,33,83,0,0,81,0,0,0,0,0,61,0,0,0,21,0,0,61,0,0,0,0,0,0,78,0,0,13,0,5,0,0,55,0,64,0,76,3,76,0,49,0,0,37,0,0,52,37,98,0,0,42,0,0,0,0,0,0,0,0,0,0,2,61,0,0,0,0,0,91,0,0,0,0,0,0,52,0,0,89,9,0,0,0,0,15,77,0,99,43,0,71,0,3,0,0,0,0,0,0,89,38,0,0,0,0,0,0,0,0,26,82,0,0,4,7,0,0,75,96,0,90,58,72,0,52,63,0,0,0,0,0,23,40,0,63,0,24,0,0,0,0,0,0,48,29,0,10,0,77,0,7,73,0,48,0,0,43,13,0,0,0,52,0,0,0,0,0,82,0,0,55,0,0,84,0,41,41,0,76,0,3,0,0,0,23,0,0,0,0,6,38,0,30,86,94,0,0,0,0,0,52,0,55,0,100,0,0,60,0,0,95,0,0,97,0,0,0,70,20,0,0,0,0,52,83,13,0,0,0,90,0,0,20,0,0,71,7,0,31,76,0,0,56,0,0,0,0,0,0,42,49,100,59,36,35,48,0,78,0,0,75,46,93,23,0,88,0,0,40,77,0,44,0,0,72,49,0,49,78,0,10,0,0,41,33,63,0,99,0,27,0,0,0,0,0,89,0,0,97,0,0,80,0,94,0,0,0,88,0,0,11,0,21,3,0,0,0,0,42,0,0,0,11,0,0,49,0,0,0,68,0,73,0,38,0,80,0,12,74,0,0,0,0,0,83,0,15,73,0,64,0,41,62,0,32,0,0,0,0,35,5,64,55,0,0,0,0,44,0,97,0,0,62,0,15,0,0,74,0,0,44,0,0,0,19,0,0,0,0,26,0,0,56,0,39,0,0,0,0,0,0,85,0,0,0,0,35,0,53,0,90,0,0,83,0,0,45,75,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,94,34,19,64,83,84,0
37,0,0,0,52,60,10,31,72,0,0,75,0,27,0,0,0,9,0,0,82,53,20,52,23,85,0,0,0,79,0,0,0,5,81,0,0,9,0,99,41,0,38,0,90,52,0,47,0,0,0,0,60,66,0,0,20,0,46,83,0,0,44,0,0,25,0,69,0,48,23,0,49,0,12,0,60,9,66,74,22,0,0,63,16,0,0,0,67,3,0,0,36,0,22,73,0,0,35,0,0,0,96,72,0,0,8,0,0,63,0,0,31,0,0,92,0,100,0,0,41,0,50,16,12,0,40,0,11,0,0,6,0,0,86,0,0,55,14,64,59,58,0,0,54,0,97,0,20,0,0,0,1,0,0,0,64,0,78,0,0,0,0,0,0,0,0,0,0,72,0,11,0,0,1,0,0,0,0,0,23,28,100,99,0,0,0,9,77,0,100,79,6,86,0,0,58,88,100,65,58,0,0,44,65,0,66,28,76,0,43,38,88,58,0,20,0,88,0,0,0,0,0,0,0,0,50,73,0,87,15,62,66,18,70,96,18,0,0,0,56,0,0,0,57,1,100,26,30,54,81,0,30,47,31,1,0,0,9,28,0,0,0,0,66,100,69,0,54,49,0,16,78,0,71,0,0,0,0,0,67,6,0,0,0,38,0,0,45,0,0,0,0,98,63,0,0,0,10,0,0,0,0,0,57,13,32,32,97,19,47,57,0,96,0,0,44,47,16,59,0,6,0,0,15,58,0,0,27,61,15,0,0,0,18,0,0,0,0,69,73,11,72,4,85,45,0,0,0,58,0,0,20,0,32,0,0,83,96,34,0,0,0,85,0,97,0,0,71,100,0,39,0,0,84,0,42,0,43,83,0,96,0,0,0,81,56,58,0,79,0,0,0,0,33,0,0,0,0,0,7,0,78,25,60,63,56,36,0,0,0,0,0,14,0,0,26,22,98,0,81,0,0,38,0,0,70,0,0,72,0,0,0,77,18,0,66,0,0,9,41,0,0,74,29,86,0,6,42,19,0,0,43,0,72,0,0,52,0,0,0,0,28,55,73,0,29,0,0,0,0,0,99,0,0,0,0,0,61,41,0,0,45,0,0,91,0,79,0,33,0,89,0,0,9,57,5,0,56,0
0,0,0,0,0,0,0,57,0,0,7,0,57,0,28,9,83,87,99,83,0,0,0,0,78,0,0,30,0,0,15,84,58,0,0,0,50,27,34,0,66,4,0,14,0,0,19,0,76,57,0,19,41,0,66,26,0,28,78,0,68,94,0,0,13,0,37,0,0,0,32,0,0,57,0,54,24,0,22,0,0,0,0,76,0,96,96,70,0,3,93,0,9,25,0,0,0,2,0,69,23,0,0,0,93,51,14,80,51,0,85,17,0,56,0,0,58,0,79,63,70,2,0,0,95,60,0,87,0,0,12,0,30,92,0,70,35,0,0,30,5,9,12,0,0,0,57,31,0,0,26,91,0,2,22,64,0,52,9,0,32,10,0,53,76,88,0,9,0,36,58,0,57,63,6,42,0,0,63,0,76,88,91,52,0,5,33,0,29,9,16,0,0,0,86,53,69,0,73,51,0,62,0,0,55,19,23,0,0,0,14,0,70,0,45,0,0,0,0,55,29,90,90,36,61,85,78,2,30,45,0,0,0,0,0,50,0,37,4,54,0,32,99,44,47,0,0,66,0,0,0,60,0,0,0,0,86,36,0,0,3,94,44,0,0,0,20,12,0,0,77,0,93,95,0,47,0,54,0,47,52,75,37,0,91,73,9,33,3,77,34,0,98,59,0,0,0,87,8,0,0,8,8,54,0,4,78,80,23,2,0,0,81,0,20,26,0,0,0,65,78,0,8,77,65,0,57,76,0,0,49,0,73,18,1,76,76,82,40,0,0,0,0,48,0,49,58,81,50,79,16,0,0,96,0,26,35,0,0,0,0,19,55,1,0,40,0,8,0,0,33,61,0,56,77,0,13,56,44,0,26,20,94,6,0,61,0,0,72,0,8,16,72,99,57,56,13,87,57,32,0,41,0,54,34,65,0,73,0,0,71,87,57,0,11,20,4,86,0,49,41,61,91,0,65,0,0,98,70,0,17,86,0,0,0,38,0,86,0,0,0,0,80,0,1,22,0,0,0,17,66,56,87,61,0,96,75,24,25,61,59,55,66,98,0,95,0,55,58,4,44,64,0,0,100,49,10,81,0,49,26,65,0,0,100,0,10,0,0,59,0,0,14,5,0,0,7,0,20,11
24,0,0,0,85,0,0,0,0,35,0,0,64,0,0,0,0,0,0,49,41,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,27,25,72,0,22,0,0,62,0,0,48,0,79,0,0,40,0,0,0,55,79,0,0,20,51,34,0,0,0,0,0,0,0,73,0,0,89,0,0,0,0,0,0,0,0,0,16,0,0,90,0,53,0,0,0,7,0,36,0,0,0,0,69,0,0,74,9,25,0,0,0,0,0,0,42,0,0,0,0,0,0,0,71,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,30,52,0,0,0,0,72,6,0,81,0,0,85,52,67,0,72,71,0,0,0,27,0,0,0,0,0,0,0,0,0,82,98,0,0,9,73,0,0,23,100,29,26,52,44,0,7,0,0,0,0,0,0,0,53,0,62,0,0,0,0,0,0,0,0,71,17,0,79,0,59,0,38,0,0,50,0,0,98,92,0,0,0,25,0,0,0,0,0,7,78,0,0,0,13,47,0,0,69,0,72,0,35,0,0,0,0,0,0,0,0,0,51,0,49,97,6,0,0,0,0,0,34,0,0,0,22,0,0,6,0,0,76,0,0,18,0,0,0,57,24,0,0,0,0,46,0,8,0,0,0,69,0,0,0,0,0,28,29,0,0,40,0,0,83,0,0,0,0,0,0,99,82,53,9,30,0,0,0,0,0,66,0,0,0,10,7,34,30,51,0,0,81,76,0,0,6,73,0,78,0,0,89,0,0,0,48,0,0,99,0,42,0,0,0,0,0,81,0,0,0,0,85,33,0,0,0,27,0,56,0,0,55,0,4,0,0,0,0,62,73,0,0,0,78,0,0,89,0,0,0,80,0,98,0,88,4,75,0,58,26,87,0,0,0,0,0,0,14,71,0,93,0,55,63,0,40,0,3,0,0,89,0,74,17,0,0,0,0,0,0,20,0,0,78,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,77,0,53,0,0,0,0,0,0,23,0,0,0,0,42,0,62,0,0,0,0,21,68,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,34,56,0,3,0,0
53,52,0,85,0,0,87,0,0,2,0,21,0,73,0,0,0,0,0,0,89,41,63,98,18,67,0,0,0,84,0,0,0,10,15,0,0,81,0,70,16,0,85,0,58,0,0,0,0,0,0,0,0,0,0,0,27,0,0,56,0,0,0,0,0,44,0,0,0,82,0,0,22,0,59,0,82,50,0,75,0,0,64,0,84,0,0,43,0,50,0,0,89,74,46,75,0,0,2,0,0,27,24,75,0,0,29,0,0,15,0,0,0,0,0,2,0,2,0,0,0,0,0,94,67,0,0,0,27,0,0,5,0,0,81,1,0,28,0,0,73,61,0,6,12,0,59,0,2,0,0,0,18,0,0,0,22,0,0,0,0,0,0,0,0,58,43,0,0,56,32,94,0,0,12,0,0,0,0,0,47,0,0,0,0,0,0,81,6,0,12,21,52,51,0,0,0,32,0,93,56,0,41,0,16,0,81,7,51,34,0,0,48,34,0,0,0,42,0,0,0,0,0,0,0,0,3,0,0,54,63,24,0,0,39,0,13,0,0,0,96,0,0,0,0,20,36,0,13,53,89,0,0,0,0,17,64,0,62,0,0,0,0,0,5,0,37,0,0,47,0,32,0,0,93,0,0,0,0,98,18,46,0,0,0,53,0,0,75,0,0,85,0,0,50,53,0,0,30,0,0,0,0,0,84,6,77,48,87,51,28,68,0,87,0,0,2,87,53,51,0,90,0,0,0,25,0,0,0,61,93,0,0,15,89,0,0,0,0,34,34,42,0,82,0,0,0,0,0,0,0,83,49,0,8,0,0,85,0,59,0,0,0,57,0,0,0,0,15,19,0,0,0,0,96,0,2,0,3,69,0,30,0,0,0,12,0,61,0,56,0,0,0,0,93,0,0,0,0,0,17,0,13,73,0,12,0,33,62,0,0,0,0,0,0,0,43,21,13,0,0,0,0,44,0,60,0,0,0,0,0,0,0,28,0,0,44,0,0,0,38,0,0,56,0,7,0,60,23,0,0,0,0,0,0,0,0,3,0,0,0,0,46,0,76,0,88,0,0,10,0,0,38,0,0,0,0,0,0,0,0,0,74,0,0,85,0,29,0,32,0,0,0,0,58,67,70,0,33,0
0,60,0,0,0,0,68,75,57,0,0,39,0,21,0,0,0,30,0,0,0,18,21,55,90,1,15,80,6,100,0,20,0,54,47,21,0,53,0,13,79,0,48,0,94,1,0,83,0,0,7,80,13,67,0,0,50,0,12,0,0,0,54,8,0,67,0,46,1,0,12,44,52,72,37,0,11,0,2,57,54,61,0,6,39,0,43,0,30,10,0,0,2,0,38,9,34,86,0,0,0,0,63,3,0,52,5,0,46,15,0,42,68,82,26,6,61,40,0,60,51,0,69,92,51,82,96,0,76,25,0,63,0,0,0,0,0,65,3,55,0,92,21,0,37,70,1,0,0,77,0,0,44,44,0,0,44,0,68,9,0,0,58,81,0,0,0,0,40,89,0,96,10,0,71,0,0,0,0,10,0,23,63,29,36,14,0,7,13,41,0,32,20,32,0,0,31,96,80,94,35,78,0,13,15,0,0,62,25,0,50,50,14,0,0,90,83,0,63,79,0,0,0,0,0,0,83,94,0,90,59,34,8,19,0,48,76,46,95,0,0,98,0,30,82,81,0,75,23,60,0,16,11,74,22,61,0,0,83,84,0,0,26,0,61,62,20,0,89,0,0,46,65,0,0,86,12,0,70,0,10,69,0,92,0,100,0,58,16,12,98,0,0,48,0,0,1,4,0,39,65,38,37,52,60,0,45,51,0,0,94,67,58,53,78,0,87,98,17,81,0,0,0,0,5,36,0,0,92,6,70,0,0,0,55,83,0,68,0,6,0,92,22,68,47,96,0,0,0,38,0,0,35,0,31,0,0,0,19,74,90,0,0,0,71,49,0,63,61,83,0,16,10,0,72,1,2,0,68,74,0,0,0,99,25,95,50,0,0,91,0,33,35,0,8,0,0,11,66,27,81,0,65,75,58,48,50,27,0,0,0,0,0,55,0,0,78,0,0,0,23,0,0,21,0,0,71,0,0,62,0,0,43,83,91,46,91,0,99,77,83,99,0,2,88,0,85,11,20,40,0,0,25,0,81,6,78,47,61,0,0,0,38,45,0,70,38,0,0,0,0,0,44,0,0,0,0,93,72,18,78,0,0,51,0,57,0,86,49,13,94,10,0,0,0,35,53,0,45,0
0,10,0,0,87,68,0,0,7,0,0,13,0,88,0,0,0,35,0,0,0,75,18,44,0,69,0,0,0,28,0,0,0,9,40,0,0,0,0,87,0,0,78,0,94,19,0,61,0,0,0,0,0,88,0,0,5,0,0,0,0,0,83,0,0,88,0,56,0,0,0,0,40,0,46,0,0,98,28,36,82,0,0,0,67,0,0,0,28,28,0,0,33,0,18,27,0,0,0,0,0,0,55,39,0,0,12,0,0,25,0,0,24,0,0,15,0,66,0,0,0,0,0,4,0,0,39,0,62,0,0,98,0,0,0,0,0,24,0,8,0,0,0,0,59,0,0,0,3,0,0,0,14,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,89,0,96,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,15,0,0,0,88,3,97,0,0,86,60,0,0,64,0,0,37,0,0,0,94,56,0,0,0,65,0,0,14,0,0,0,0,0,0,0,0,0,0,48,76,0,0,80,11,0,0,0,0,69,0,0,0,17,0,0,0,0,89,22,0,64,63,0,0,98,11,30,43,0,0,66,92,0,0,0,0,61,23,0,0,19,0,0,43,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,95,27,0,5,0,0,21,52,60,0,0,0,0,0,0,0,0,0,70,81,0,0,0,0,0,0,0,0,0,80,0,69,80,0,0,0,0,0,0,0,0,0,79,0,85,0,0,4,59,78,0,0,0,0,0,0,0,0,8,33,0,0,0,0,49,0,100,0,0,28,0,0,0,0,0,0,49,0,0,54,0,0,0,0,0,0,0,0,0,0,76,0,75,0,0,28,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,76,0,0,86,0,0,54,0,0,0,72,97,0,62,0,0,29,69,0,0,3,0,0,0,79,46,0,0,0,59,0,37,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,27,0,0,0,0,0,16,0,0,0,47,0,0,10,0,86,0,2,0,16,0,0,0,49,0,0,83,0
0,31,57,0,0,75,0,0,44,0,92,97,81,0,96,99,45,28,56,18,0,37,0,0,4,50,0,24,0,0,63,41,36,0,98,0,84,94,7,42,50,26,63,95,0,0,84,0,73,70,0,21,58,0,64,55,40,90,96,4,45,48,0,0,94,0,37,0,0,0,33,0,37,65,0,86,70,0,36,0,0,0,0,38,0,20,42,94,0,55,97,0,41,39,40,69,0,23,0,100,90,66,44,0,0,20,13,0,52,0,25,47,0,20,0,0,6,0,87,26,58,95,59,6,91,54,0,0,0,0,26,97,35,19,0,39,45,0,0,46,52,79,77,51,4,0,71,98,0,0,28,73,0,6,86,74,0,8,89,0,26,67,0,86,78,44,78,87,0,55,89,0,22,77,67,61,0,72,98,0,9,48,72,72,0,85,84,0,22,97,13,63,65,0,49,26,20,0,50,44,57,91,9,0,32,93,22,0,4,0,58,93,44,0,45,0,0,0,0,37,17,92,63,31,85,27,48,44,25,98,0,2,23,52,2,61,9,14,11,60,0,67,90,1,53,0,0,83,35,86,0,93,0,0,0,56,59,29,0,0,46,48,74,55,0,0,22,78,20,62,25,0,94,96,22,35,0,14,0,40,38,6,24,0,100,61,17,7,1,84,46,10,45,88,0,100,0,97,71,0,0,42,20,21,0,82,76,21,60,34,0,0,87,0,66,71,0,0,0,12,71,53,51,99,11,0,25,83,0,0,5,0,9,10,76,13,65,85,75,0,4,0,0,84,8,91,44,42,15,6,94,0,0,84,0,23,44,54,0,16,0,88,0,8,0,61,7,65,86,29,27,71,0,7,64,0,69,94,65,86,68,27,25,24,0,4,53,53,0,41,40,99,6,30,40,16,47,50,55,31,5,74,16,39,62,88,78,79,0,84,71,9,51,0,95,15,72,34,96,28,18,41,94,71,5,0,0,0,92,0,63,28,0,25,0,6,0,14,0,0,71,0,82,0,24,19,0,52,89,5,97,25,29,27,0,0,59,15,30,4,51,46,100,58,52,30,0,33,49,62,36,15,0,0,12,45,13,73,0,17,50,86,0,0,4,0,37,100,0,17,0,0,27,78,27,0,94,0,97,95
0,72,0,0,0,57,7,44,0,0,0,88,0,0,0,0,40,72,0,0,0,76,93,29,30,67,24,80,67,70,0,4,0,0,8,2,0,65,0,33,87,3,12,0,0,94,0,5,0,0,85,98,58,26,47,0,65,0,4,0,0,0,75,25,0,0,0,71,59,0,26,84,53,69,94,0,34,84,13,52,27,36,0,71,6,0,26,0,43,21,0,0,14,0,40,28,13,8,0,0,0,0,27,0,85,66,89,0,97,53,0,33,56,27,43,46,49,58,0,83,51,75,30,4,0,60,79,0,66,15,0,9,0,0,0,0,0,80,74,63,0,0,94,0,84,96,0,0,0,93,0,0,69,79,0,0,12,0,82,65,0,0,84,23,0,0,0,0,61,43,0,36,67,0,87,0,0,0,0,50,0,45,5,41,90,22,0,0,0,16,0,38,76,92,0,0,24,62,39,27,57,45,0,21,58,0,0,0,23,0,95,37,20,0,0,29,96,0,11,26,0,0,0,0,0,0,54,25,0,0,24,55,0,13,0,11,5,9,78,0,0,46,0,76,18,49,0,76,97,0,0,94,64,50,61,24,0,0,0,35,0,82,9,0,67,37,0,0,1,0,0,0,24,0,0,54,77,0,96,0,100,26,0,84,36,0,0,55,49,67,54,0,0,12,0,0,97,12,0,3,97,81,32,22,70,0,58,18,0,0,20,78,30,25,69,0,89,28,0,2,0,0,0,0,71,0,0,0,17,36,7,0,0,0,52,62,0,82,0,44,0,0,62,86,49,0,0,0,0,70,0,0,94,0,40,80,0,0,1,37,97,0,0,0,97,64,0,8,0,48,0,39,3,0,69,18,88,0,70,32,0,0,5,87,70,0,79,0,0,0,0,0,71,0,62,0,0,80,92,59,20,0,0,83,35,89,99,57,0,0,0,0,0,74,100,0,16,0,0,13,5,0,0,85,0,0,79,0,0,89,0,0,15,49,60,65,0,0,71,99,94,84,0,51,14,54,98,100,96,80,0,0,36,25,100,54,99,7,17,33,0,0,0,22,0,86,33,83,43,0,0,0,18,0,0,0,0,88,2,22,82,0,50,84,86,0,0,54,24,3,56,65,92,0,0,0,52,0,31,0
19,0,0,35,2,0,0,0,0,0,0,22,58,0,0,0,0,0,0,0,13,0,0,0,28,71,0,0,0,0,0,0,0,0,0,0,28,50,70,0,37,0,63,0,0,0,9,0,0,0,0,0,0,0,0,74,86,0,0,37,0,0,0,0,0,0,0,0,0,31,0,0,93,0,0,0,0,0,0,0,0,0,17,0,0,0,0,93,0,0,0,1,0,55,0,84,0,0,90,0,0,86,70,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,50,0,0,0,0,0,0,68,0,0,93,92,0,0,0,0,10,11,0,79,9,0,73,0,23,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,42,52,0,0,21,83,0,0,9,1,0,5,39,27,0,61,0,0,0,0,0,0,45,37,0,58,0,27,0,0,0,0,0,0,1,15,0,59,0,67,0,37,0,0,2,0,0,70,57,0,0,0,21,0,0,0,0,0,0,0,0,30,0,0,59,0,0,11,0,46,0,87,0,0,0,98,0,0,0,0,0,35,0,62,32,98,0,0,0,0,0,98,0,0,0,82,0,0,41,0,0,66,0,0,7,0,0,0,23,76,0,0,0,0,27,0,72,0,0,0,9,0,0,0,0,0,28,35,0,57,18,0,0,20,0,0,0,0,0,0,73,0,0,76,11,0,0,0,0,0,0,0,0,0,46,0,71,4,0,0,0,64,89,0,0,18,100,0,20,0,0,93,0,0,0,70,0,0,91,0,21,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,62,0,0,76,0,83,0,0,0,0,0,12,0,0,0,71,0,0,32,0,0,0,21,0,24,0,31,5,0,0,12,57,0,0,0,0,0,0,0,3,19,0,5,0,6,9,0,50,0,0,0,0,96,0,5,47,0,0,0,0,0,0,94,0,0,68,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,82,0,89,0,0,0,0,0,0,96,0,0,0,0,23,0,20,0,0,0,0,92,48,0,67,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,34,21,0,99,0,0
0,0,7,0,0,0,0,92,0,0,0,0,56,0,82,87,1,35,72,86,0,0,0,0,75,0,0,45,0,0,20,66,67,0,0,0,20,76,68,0,65,64,0,100,0,0,49,0,48,40,0,23,0,0,96,31,0,96,0,0,60,5,0,0,26,0,59,0,0,0,70,0,0,59,0,65,88,0,59,0,0,0,0,0,0,47,0,0,0,36,22,0,0,86,0,0,0,48,0,82,36,0,0,0,0,0,8,79,51,0,22,75,0,93,0,0,98,0,71,13,91,66,0,0,68,85,0,31,0,0,33,0,38,22,0,24,21,0,0,0,0,39,24,0,0,0,67,58,0,0,55,42,0,0,72,99,0,51,23,0,84,48,0,0,65,89,0,87,0,0,70,0,0,27,95,88,0,0,32,0,56,20,1,0,0,21,5,0,70,0,35,0,0,0,70,95,0,0,85,49,0,24,0,0,25,78,56,0,0,0,32,0,0,0,25,0,0,0,0,23,48,80,29,14,0,3,0,0,63,59,0,0,0,0,0,61,0,3,2,66,0,68,57,10,72,0,0,100,0,0,0,57,0,0,0,0,69,33,0,0,11,74,10,0,0,0,0,1,0,0,41,0,92,91,0,33,0,0,0,65,75,52,12,0,21,16,93,0,58,58,0,0,33,74,0,0,0,41,26,0,0,67,2,80,0,3,72,99,68,73,0,0,12,0,81,69,0,0,0,0,81,0,59,69,18,0,82,49,0,0,34,0,41,11,59,72,47,82,36,0,0,0,0,60,0,79,45,86,70,26,66,0,0,40,0,86,37,0,0,0,0,16,29,75,0,6,0,71,0,0,4,4,0,94,0,0,59,80,88,0,43,63,34,6,0,99,0,0,79,0,85,12,0,59,85,56,15,0,53,50,0,33,0,34,18,0,0,0,0,93,8,89,48,0,82,91,71,1,0,42,30,21,71,0,15,0,0,19,87,0,96,84,0,0,0,53,0,60,0,0,0,0,68,0,55,89,0,0,0,37,10,100,0,88,0,23,0,22,32,87,49,56,99,48,0,0,0,51,87,55,62,87,0,0,44,53,24,21,0,35,16,58,0,0,74,0,22,0,0,0,0,0,11,14,0,0,50,0,0,95
